prompt_id,task_name,task_difficulty,strategy,length,specificity,vocabulary,syntax,prompt_text
354,get_row,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called get_row that Find coordinates of a value in a nested list.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
355,get_row,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named get_row is required. Its purpose is to Find coordinates of a value in a nested list.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
356,sort_array,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,"Write a Python function called sort_array that Sort an array by its last bit if even, else first bit."
357,sort_array,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,"The function sort_array should Sort an array by its last bit if even, else first bit. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions."
358,sort_array,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function sort_array that Sort an array by its last bit if even, else first bit.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement sort_array following the same pattern. Use type hints. Return the correct data type."
359,sort_array,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called sort_array that Sort an array by its last bit if even, else first bit.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
360,sort_array,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named sort_array is required. Its purpose is to Sort an array by its last bit if even, else first bit.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
361,encrypt,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called encrypt that Encrypt a string by rotating each letter by twice its alphabet position.
362,encrypt,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function encrypt should Encrypt a string by rotating each letter by twice its alphabet position. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
363,encrypt,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function encrypt that Encrypt a string by rotating each letter by twice its alphabet position.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement encrypt following the same pattern. Use type hints. Return the correct data type."
364,encrypt,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called encrypt that Encrypt a string by rotating each letter by twice its alphabet position.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
